From;To;Count
0;0;31
0;1;7
0;2;23
0;3;33
0;4;8
0;5;1
1;0;8
1;2;10
1;3;5
1;4;2
1;5;1
2;0;24
2;1;11
2;2;29
2;3;37
2;4;4
3;0;30
3;1;7
3;2;39
3;3;114
3;4;47
3;5;2
4;0;8
4;1;1
4;2;5
4;3;49
4;4;109
4;5;14
5;0;2
5;3;1
5;4;15
5;5;5
