From;To;Count
0;1;1
0;3;1
1;0;1
1;1;10
1;2;14
1;3;26
1;4;2
2;0;1
2;1;14
2;2;43
2;3;57
2;4;8
2;5;1
3;1;27
3;2;57
3;3;276
3;4;150
3;5;7
4;1;1
4;2;10
4;3;154
4;4;656
4;5;80
5;3;3
5;4;86
5;5;80
5;6;1
6;5;1
