From;To;Count
0;3;2
2;0;1
2;3;2
2;4;2
3;0;1
3;2;3
3;3;32
3;4;65
3;5;5
4;2;2
4;3;68
4;4;538
4;5;108
4;6;3
5;3;2
5;4;114
5;5;182
5;6;1
6;4;1
6;5;3
