From;To;Count
0;0;20
0;1;32
0;2;64
0;3;14
0;4;2
1;0;30
1;1;48
1;2;101
1;3;38
2;0;63
2;1;109
2;2;371
2;3;125
2;4;4
3;0;19
3;1;26
3;2;134
3;3;109
3;4;6
4;1;2
4;2;2
4;3;9
4;4;2
5;4;1
5;5;1
