From;To;Count
2;2;8
2;3;33
2;4;7
2;5;1
3;2;30
3;3;131
3;4;48
3;5;3
4;2;9
4;3;45
4;4;51
4;5;4
5;2;2
5;3;3
5;4;4
5;5;2
