From;To;Count
0;0;2
0;1;3
0;2;8
0;3;5
0;4;1
1;0;2
1;1;14
1;2;64
1;3;21
1;4;3
2;0;12
2;1;62
2;2;417
2;3;258
2;4;43
3;0;3
3;1;20
3;2;271
3;3;1115
3;4;323
3;5;5
4;1;5
4;2;32
4;3;336
4;4;757
4;5;45
5;3;2
5;4;48
5;5;61
