From;To;Count
0;0;68
0;1;40
0;2;46
0;3;13
0;4;3
1;0;36
1;1;229
1;2;257
1;3;52
1;4;1
2;0;54
2;1;253
2;2;776
2;3;254
2;4;11
2;5;1
3;0;10
3;1;50
3;2;262
3;3;362
3;4;27
4;0;2
4;1;4
4;2;8
4;3;27
4;4;20
4;5;1
5;3;2
