From;To;Count
0;2;1
0;3;3
1;1;1
1;2;8
1;3;18
1;4;7
2;0;1
2;1;7
2;2;38
2;3;115
2;4;23
2;5;2
3;0;3
3;1;15
3;2;121
3;3;574
3;4;182
3;5;24
4;1;10
4;2;17
4;3;194
4;4;509
4;5;145
4;6;4
5;1;1
5;2;1
5;3;15
5;4;155
5;5;269
5;6;25
6;4;2
6;5;27
6;6;51
6;7;4
7;6;4
7;7;1
