From;To;Count
1;1;3
1;2;2
1;3;7
1;4;1
2;1;3
2;2;9
2;3;36
2;4;10
3;1;7
3;2;42
3;3;490
3;4;233
3;5;16
4;2;5
4;3;243
4;4;1228
4;5;193
5;3;13
5;4;196
5;5;234
5;6;10
6;5;10
6;6;10
