From;To;Count
0;0;9
0;1;11
0;2;18
0;3;4
1;0;15
1;1;18
1;2;39
1;3;21
1;4;1
2;0;14
2;1;49
2;2;224
2;3;142
2;4;5
2;5;1
3;0;4
3;1;16
3;2;152
3;3;489
3;4;56
3;5;2
4;2;3
4;3;62
4;4;70
4;5;3
5;4;6
5;5;2
