From;To;Count
0;2;1
1;1;1
1;3;4
1;4;2
2;1;1
2;3;4
2;4;5
3;0;1
3;1;4
3;2;4
3;3;83
3;4;113
3;5;10
4;1;1
4;2;4
4;3;119
4;4;751
4;5;144
4;6;1
5;2;1
5;3;5
5;4;149
5;5;364
5;6;12
6;4;1
6;5;13
6;6;3
