From;To;Count
0;0;5
0;1;3
0;2;22
0;3;4
1;0;9
1;1;13
1;2;65
1;3;13
2;0;20
2;1;76
2;2;521
2;3;291
2;4;9
3;1;8
3;2;305
3;3;858
3;4;67
3;5;1
4;2;4
4;3;74
4;4;77
5;4;1
