From;To;Count
0;0;3
0;1;9
0;2;4
0;3;5
1;0;5
1;1;97
1;2;75
1;3;52
1;4;3
2;0;6
2;1;68
2;2;131
2;3;175
2;4;12
3;0;6
3;1;54
3;2;172
3;3;500
3;4;67
3;5;2
4;0;1
4;1;4
4;2;10
4;3;70
4;4;66
4;5;5
5;4;8
5;5;13
