From;To;Count
1;3;1
2;3;6
2;4;4
2;5;3
2;6;1
3;1;1
3;2;5
3;3;55
3;4;156
3;5;38
3;6;4
4;2;8
4;3;151
4;4;854
4;5;473
4;6;27
5;2;1
5;3;45
5;4;468
5;5;1559
5;6;98
5;7;3
6;3;1
6;4;31
6;5;99
6;6;52
7;4;1
7;5;1
7;6;1
7;7;1
