From;To;Count
0;1;1
0;2;1
0;4;1
1;0;1
1;1;36
1;2;29
1;3;42
1;4;10
2;1;36
2;2;130
2;3;134
2;4;18
3;0;2
3;1;39
3;2;144
3;3;436
3;4;127
3;5;3
4;1;6
4;2;14
4;3;137
4;4;178
4;5;14
5;3;2
5;4;15
5;5;4
