From;To;Count
0;4;2
1;1;4
1;2;9
1;3;14
1;4;7
1;5;3
2;0;1
2;1;12
2;2;43
2;3;45
2;4;20
2;5;14
3;1;12
3;2;50
3;3;152
3;4;143
3;5;30
3;6;1
4;1;7
4;2;26
4;3;152
4;4;346
4;5;121
4;6;3
5;0;1
5;1;2
5;2;7
5;3;25
5;4;137
5;5;166
5;6;10
6;4;1
6;5;13
6;6;19
