From;To;Count
0;1;1
0;2;1
0;3;3
1;0;1
1;1;38
1;2;89
1;3;22
1;4;6
2;1;88
2;2;975
2;3;292
2;4;30
2;5;4
3;0;3
3;1;21
3;2;297
3;3;1119
3;4;275
3;5;9
4;0;1
4;1;7
4;2;25
4;3;285
4;4;638
4;5;47
4;6;1
5;1;1
5;2;3
5;3;3
5;4;54
5;5;46
6;5;1
