From;To;Count
0;0;5
0;1;11
0;2;38
0;3;17
0;4;11
1;0;12
1;1;63
1;2;125
1;3;42
1;4;18
1;5;2
2;0;45
2;1;121
2;2;546
2;3;278
2;4;76
2;5;14
3;0;12
3;1;49
3;2;286
3;3;897
3;4;249
3;5;11
4;0;7
4;1;15
4;2;78
4;3;263
4;4;273
4;5;11
5;0;1
5;1;3
5;2;7
5;3;8
5;4;20
5;5;8
