From;To;Count
0;0;63
0;1;39
0;2;56
0;3;45
0;4;2
1;0;50
1;1;45
1;2;94
1;3;46
2;0;61
2;1;107
2;2;413
2;3;210
2;4;17
3;0;29
3;1;43
3;2;230
3;3;518
3;4;72
3;5;1
4;0;2
4;1;1
4;2;16
4;3;73
4;4;22
5;4;1
