From;To;Count
0;1;1
0;3;1
1;0;1
1;1;11
1;2;4
1;3;12
1;4;5
2;1;9
2;2;9
2;3;16
2;4;4
2;5;2
3;0;1
3;1;7
3;2;18
3;3;49
3;4;38
3;5;5
4;1;5
4;2;8
4;3;36
4;4;176
4;5;54
4;6;4
5;2;1
5;3;3
5;4;57
5;5;51
5;6;4
6;3;1
6;4;2
6;5;5
6;6;2
