From;To;Count
0;2;2
0;3;1
0;4;1
1;2;6
1;3;5
1;4;2
2;0;1
2;1;4
2;2;100
2;3;148
2;4;34
3;0;1
3;1;6
3;2;148
3;3;1164
3;4;543
3;5;9
4;0;2
4;1;3
4;2;31
4;3;544
4;4;1336
4;5;86
5;3;10
5;4;86
5;5;58
