From;To;Count
0;3;1
0;4;3
0;5;1
1;2;1
1;3;2
1;4;4
2;1;2
2;2;8
2;3;8
2;4;21
2;5;19
2;6;4
3;0;3
3;1;1
3;2;8
3;3;122
3;4;106
3;5;70
3;6;9
3;7;1
4;0;2
4;1;2
4;2;30
4;3;106
4;4;388
4;5;300
4;6;28
4;7;3
5;1;2
5;2;15
5;3;69
5;4;316
5;5;1213
5;6;258
5;7;8
6;3;12
6;4;20
6;5;272
6;6;512
6;7;16
7;4;2
7;5;6
7;6;20
7;7;8
