From;To;Count
1;2;1
1;3;1
1;4;1
1;5;1
2;2;3
2;3;7
2;4;11
2;5;4
3;2;4
3;3;57
3;4;87
3;5;36
3;6;1
4;1;2
4;2;8
4;3;87
4;4;514
4;5;248
4;6;2
5;1;2
5;2;9
5;3;33
5;4;245
5;5;390
5;6;8
6;4;4
6;5;7
6;6;1
