From;To;Count
0;1;1
0;2;1
0;3;3
0;4;2
1;1;6
1;2;9
1;3;11
1;4;10
2;0;3
2;1;12
2;2;101
2;3;123
2;4;55
2;5;14
2;6;1
3;0;1
3;1;9
3;2;108
3;3;338
3;4;278
3;5;38
4;0;2
4;1;8
4;2;70
4;3;268
4;4;748
4;5;91
4;6;2
5;0;1
5;2;19
5;3;29
5;4;93
5;5;45
5;6;2
6;2;1
6;4;4
