From;To;Count
0;0;13
0;1;5
0;2;4
0;3;3
0;4;2
1;0;4
1;1;1
1;2;6
1;3;6
1;4;1
2;0;1
2;1;5
2;2;12
2;3;30
2;4;8
3;0;9
3;1;5
3;2;28
3;3;152
3;4;117
3;5;10
4;1;2
4;2;6
4;3;128
4;4;519
4;5;104
4;6;3
5;3;1
5;4;116
5;5;162
5;6;9
6;5;12
6;6;4
