From;To;Count
0;0;1
0;2;3
0;3;2
1;1;2
1;2;5
1;3;3
1;4;1
2;0;5
2;1;5
2;2;28
2;3;11
2;4;1
2;5;1
3;1;3
3;2;13
3;3;17
3;4;1
4;1;1
4;2;2
5;1;1
