From;To;Count
0;0;1
0;1;1
0;2;6
0;3;13
1;0;1
1;1;8
1;2;43
1;3;38
1;4;8
2;0;7
2;1;37
2;2;312
2;3;297
2;4;40
3;0;10
3;1;44
3;2;301
3;3;595
3;4;170
3;5;3
4;0;2
4;1;8
4;2;30
4;3;178
4;4;323
4;5;51
5;2;1
5;3;1
5;4;52
5;5;122
5;6;6
6;5;6
6;6;1
