From;To;Count
0;0;108
0;1;24
0;2;32
0;3;43
0;4;5
1;0;19
1;1;49
1;2;31
1;3;36
1;4;6
2;0;39
2;1;24
2;2;87
2;3;78
2;4;9
3;0;42
3;1;42
3;2;77
3;3;172
3;4;26
4;0;4
4;1;2
4;2;10
4;3;31
4;4;40
4;5;1
5;4;2
5;5;3
