From;To;Count
0;0;2
0;1;1
0;2;6
0;3;4
0;4;8
1;0;2
1;1;9
1;2;41
1;3;45
1;4;4
2;0;2
2;1;39
2;2;203
2;3;250
2;4;68
2;5;1
3;0;10
3;1;43
3;2;249
3;3;812
3;4;347
3;5;9
4;0;5
4;1;9
4;2;64
4;3;356
4;4;701
4;5;78
5;3;4
5;4;84
5;5;88
5;6;3
6;5;3
6;6;1
