From;To;Count
0;0;1
0;1;3
0;2;11
0;3;10
0;4;1
1;0;6
1;1;36
1;2;43
1;3;47
1;4;3
2;0;10
2;1;47
2;2;145
2;3;168
2;4;16
2;5;3
3;0;8
3;1;46
3;2;170
3;3;335
3;4;56
3;5;8
4;0;1
4;1;4
4;2;16
4;3;55
4;4;40
4;5;1
5;2;4
5;3;8
5;5;1
