From;To;Count
0;0;21
0;1;9
0;2;18
0;3;33
0;4;6
0;5;1
1;0;6
1;1;15
1;2;42
1;3;46
1;4;9
2;0;22
2;1;45
2;2;182
2;3;248
2;4;33
3;0;30
3;1;42
3;2;248
3;3;1077
3;4;339
3;5;8
4;0;9
4;1;6
4;2;39
4;3;337
4;4;609
4;5;30
5;1;1
5;2;1
5;3;3
5;4;34
5;5;21
