From;To;Count
0;0;3
0;1;1
0;2;5
0;3;2
1;0;1
1;1;1
1;2;8
1;3;15
1;4;4
2;0;2
2;1;16
2;2;76
2;3;166
2;4;27
3;0;4
3;1;10
3;2;162
3;3;484
3;4;155
3;5;11
4;0;1
4;2;34
4;3;155
4;4;125
4;5;11
5;1;1
5;2;2
5;3;5
5;4;14
5;5;2
