From;To;Count
3;4;4
3;5;3
4;3;5
4;4;240
4;5;193
4;6;6
5;3;2
5;4;196
5;5;849
5;6;97
5;7;1
6;4;4
6;5;101
6;6;165
6;7;3
7;6;5
7;7;4
