From;To;Count
0;0;37
0;1;23
0;2;37
0;3;12
0;4;7
1;0;28
1;1;42
1;2;67
1;3;12
1;4;3
1;5;1
2;0;38
2;1;64
2;2;139
2;3;67
2;4;22
3;0;9
3;1;19
3;2;71
3;3;68
3;4;14
3;5;1
4;0;4
4;1;5
4;2;15
4;3;22
4;4;13
5;2;1
5;3;1
