From;To;Count
0;0;12
0;1;11
0;2;35
0;3;23
0;4;9
1;0;14
1;1;6
1;2;21
1;3;46
1;4;3
1;5;1
1;6;1
2;0;25
2;1;30
2;2;125
2;3;227
2;4;41
2;5;6
2;6;1
3;0;36
3;1;38
3;2;220
3;3;1015
3;4;440
3;5;65
4;0;3
4;1;7
4;2;42
4;3;458
4;4;1086
4;5;165
4;6;3
5;2;12
5;3;44
5;4;183
5;5;138
5;6;1
6;3;1
6;4;2
6;5;3
