From;To;Count
0;0;1
0;5;3
2;2;16
2;3;58
2;4;16
2;5;5
3;2;46
3;3;724
3;4;422
3;5;66
3;6;2
4;2;26
4;3;415
4;4;1600
4;5;432
4;6;1
5;0;3
5;2;7
5;3;62
5;4;435
5;5;831
5;6;4
6;3;1
6;4;2
6;5;4
