From;To;Count
0;0;1
0;1;5
0;2;7
0;3;24
0;4;2
1;0;9
1;1;134
1;2;56
1;3;68
1;4;12
1;5;2
2;0;10
2;1;54
2;2;99
2;3;175
2;4;51
2;5;1
3;0;18
3;1;77
3;2;190
3;3;928
3;4;393
3;5;8
4;0;1
4;1;9
4;2;39
4;3;415
4;4;1038
4;5;105
4;6;1
5;1;2
5;3;4
5;4;111
5;5;91
5;6;3
6;5;4
6;6;2
