From;To;Count
1;2;2
1;3;5
1;4;2
2;1;1
2;2;8
2;3;36
2;4;11
2;5;2
3;1;5
3;2;32
3;3;526
3;4;387
3;5;36
4;1;2
4;2;15
4;3;393
4;4;1758
4;5;288
4;6;18
5;1;1
5;2;1
5;3;26
5;4;303
5;5;482
5;6;12
6;4;14
6;5;16
6;6;7
