From;To;Count
0;0;31
0;1;24
0;2;34
0;3;3
1;0;25
1;1;42
1;2;34
1;3;8
2;0;33
2;1;38
2;2;72
2;3;12
2;4;1
3;0;3
3;1;6
3;2;15
3;3;3
3;5;1
4;2;1
4;3;1
4;4;1
4;5;10
5;3;1
5;4;9
5;5;629
5;6;175
5;7;2
6;4;2
6;5;176
6;6;413
6;7;7
7;6;10
7;7;5
