From;To;Count
0;3;1
0;4;1
1;2;2
1;3;2
2;2;1
2;3;1
2;4;11
3;1;2
3;2;4
3;3;81
3;4;162
3;5;7
4;0;2
4;1;2
4;2;6
4;3;167
4;4;1150
4;5;245
4;6;5
5;3;4
5;4;254
5;5;383
5;6;15
6;5;20
6;6;22
