From;To;Count
0;0;2
0;2;1
0;3;3
0;4;6
0;5;1
1;1;2
1;2;19
1;3;11
1;4;2
2;0;2
2;1;16
2;2;190
2;3;214
2;4;50
2;5;5
3;0;2
3;1;12
3;2;215
3;3;1104
3;4;566
3;5;27
4;0;7
4;1;4
4;2;46
4;3;574
4;4;1785
4;5;105
5;2;6
5;3;21
5;4;112
5;5;71
