From;To;Count
0;3;5
0;4;1
1;1;2
1;2;5
1;3;7
1;4;2
2;0;1
2;1;4
2;2;31
2;3;82
2;4;26
3;0;4
3;1;8
3;2;85
3;3;505
3;4;242
3;5;11
4;0;1
4;1;1
4;2;22
4;3;251
4;4;556
4;5;39
5;1;1
5;2;1
5;3;6
5;4;43
5;5;18
6;5;1
6;6;1
