From;To;Count
0;0;8
0;1;8
0;2;26
0;3;1
0;4;2
1;0;15
1;1;11
1;2;32
1;3;11
1;4;7
2;0;13
2;1;41
2;2;132
2;3;120
2;4;24
2;5;4
3;0;6
3;1;13
3;2;109
3;3;497
3;4;234
3;5;32
4;0;3
4;1;3
4;2;32
4;3;237
4;4;543
4;5;79
5;2;3
5;3;26
5;4;86
5;5;49
