From;To;Count
0;0;18
0;1;15
0;2;23
0;3;6
1;0;17
1;1;29
1;2;33
1;3;13
1;4;1
2;0;18
2;1;38
2;2;59
2;3;22
3;0;9
3;1;11
3;2;20
3;3;21
3;4;2
4;2;2
4;3;1
