From;To;Count
0;0;4
0;1;6
0;2;7
0;3;8
0;4;1
1;0;4
1;1;14
1;2;41
1;3;25
1;4;5
2;0;9
2;1;43
2;2;304
2;3;251
2;4;35
3;0;8
3;1;23
3;2;256
3;3;885
3;4;291
3;5;3
4;0;1
4;1;3
4;2;34
4;3;297
4;4;714
4;5;30
5;4;33
5;5;38
5;6;1
6;5;1
