From;To;Count
0;4;1
1;1;3
1;3;4
1;4;9
2;1;2
2;2;6
2;3;8
2;4;9
3;1;3
3;2;5
3;3;31
3;4;71
3;5;10
4;0;1
4;1;7
4;2;13
4;3;70
4;4;496
4;5;234
4;6;10
5;1;1
5;2;1
5;3;7
5;4;230
5;5;1244
5;6;362
5;7;6
6;4;15
6;5;359
6;6;797
6;7;77
7;5;4
7;6;79
7;7;100
7;8;1
8;7;1
