From;To;Count
0;0;26
0;1;13
0;2;32
0;3;19
0;4;2
1;0;14
1;1;83
1;2;133
1;3;58
1;4;5
2;0;30
2;1;130
2;2;524
2;3;361
2;4;13
3;0;21
3;1;64
3;2;357
3;3;926
3;4;136
3;5;5
4;0;1
4;1;3
4;2;11
4;3;143
4;4;317
4;5;20
5;2;1
5;3;2
5;4;22
5;5;20
