From;To;Count
0;2;1
0;4;1
1;1;5
1;2;7
1;3;5
1;4;1
2;0;1
2;1;8
2;2;25
2;3;15
2;4;3
3;0;1
3;1;3
3;2;12
3;3;15
3;4;13
3;5;1
4;1;2
4;2;6
4;3;11
4;4;7
4;5;2
5;2;1
5;4;3
5;5;1
