From;To;Count
0;0;56
0;1;5
0;2;30
0;3;48
0;4;5
1;0;7
1;1;4
1;2;10
1;3;29
1;4;1
2;0;33
2;1;11
2;2;96
2;3;189
2;4;42
3;0;44
3;1;30
3;2;207
3;3;776
3;4;219
3;5;5
4;0;4
4;1;2
4;2;28
4;3;236
4;4;425
4;5;35
5;3;2
5;4;38
5;5;48
5;6;1
6;5;1
6;6;3
