From;To;Count
0;0;1
0;1;20
0;2;42
0;3;7
1;0;19
1;1;77
1;2;127
1;3;40
2;0;39
2;1;135
2;2;507
2;3;219
2;4;3
2;5;1
3;0;11
3;1;31
3;2;220
3;3;244
3;4;10
3;5;1
4;2;6
4;3;7
4;4;1
5;2;2
