From;To;Count
0;0;1
0;2;1
0;5;9
0;6;1
1;1;3
1;2;14
1;3;5
2;0;1
2;1;13
2;2;140
2;3;56
2;4;18
3;1;6
3;2;61
3;3;152
3;4;145
3;5;15
3;6;1
4;2;9
4;3;160
4;4;2611
4;5;536
4;6;2
5;0;10
5;2;3
5;3;7
5;4;543
5;5;729
5;6;3
6;4;2
6;5;6
6;6;1
