From;To;Count
0;0;23
0;1;2
0;2;40
0;3;56
0;4;9
1;0;5
1;1;4
1;2;17
1;3;15
1;4;2
2;0;52
2;1;18
2;2;99
2;3;168
2;4;19
2;5;1
3;0;48
3;1;18
3;2;174
3;3;506
3;4;141
3;5;4
4;0;3
4;1;1
4;2;26
4;3;145
4;4;152
4;5;2
5;2;1
5;3;1
5;4;6
5;5;4
