From;To;Count
0;0;2
0;1;4
0;2;19
0;3;6
1;0;2
1;1;18
1;2;45
1;3;31
1;4;1
2;0;20
2;1;51
2;2;484
2;3;428
2;4;38
2;5;5
3;0;6
3;1;21
3;2;438
3;3;1493
3;4;336
3;5;4
4;0;1
4;1;3
4;2;36
4;3;334
4;4;601
4;5;12
5;2;3
5;3;6
5;4;12
5;5;4
