From;To;Count
0;0;1
0;1;5
0;2;3
0;3;11
0;4;2
1;0;3
1;1;19
1;2;24
1;3;34
1;4;17
2;0;4
2;1;26
2;2;69
2;3;124
2;4;34
2;5;6
3;0;12
3;1;34
3;2;132
3;3;329
3;4;138
3;5;22
3;6;3
4;0;2
4;1;13
4;2;32
4;3;150
4;4;206
4;5;70
4;6;9
5;2;3
5;3;22
5;4;76
5;5;51
5;6;5
6;3;1
6;4;9
6;5;8
6;6;3
