From;To;Count
0;0;12
0;1;5
0;2;13
0;3;28
0;4;5
1;0;2
1;2;1
1;3;11
2;0;12
2;1;2
2;2;14
2;3;64
2;4;20
3;0;28
3;1;7
3;2;62
3;3;412
3;4;218
3;5;5
4;0;9
4;2;21
4;3;216
4;4;506
4;5;47
5;2;1
5;3;2
5;4;50
5;5;49
