From;To;Count
0;0;4
0;1;1
0;2;2
0;3;5
0;4;7
0;5;1
1;0;1
1;1;5
1;2;1
1;3;8
1;4;12
1;5;3
2;0;3
2;1;1
2;2;13
2;3;40
2;4;32
2;5;7
3;0;2
3;1;16
3;2;43
3;3;252
3;4;319
3;5;29
3;6;1
4;0;8
4;1;6
4;2;33
4;3;321
4;4;1243
4;5;268
4;6;13
5;0;2
5;1;1
5;2;4
5;3;35
5;4;278
5;5;632
5;6;66
5;7;1
6;3;1
6;4;2
6;5;78
6;6;97
7;6;1
