From;To;Count
0;0;2
0;1;1
0;2;4
0;3;8
0;4;2
1;1;3
1;2;12
1;3;14
1;4;3
2;0;6
2;1;11
2;2;93
2;3;116
2;4;19
3;0;7
3;1;15
3;2;120
3;3;424
3;4;164
3;5;2
4;0;2
4;1;2
4;2;15
4;3;170
4;4;475
4;5;32
5;2;1
5;3;1
5;4;33
5;5;18
5;6;1
6;5;1
