From;To;Count
2;2;1
2;3;2
2;4;1
2;5;1
3;2;1
3;3;34
3;4;101
3;5;28
3;6;2
4;2;3
4;3;100
4;4;643
4;5;299
4;6;30
5;3;25
5;4;305
5;5;392
5;6;39
5;7;1
6;3;5
6;4;24
6;5;43
6;6;21
7;4;1
