From;To;Count
0;5;1
1;4;1
2;3;1
2;4;2
3;1;1
3;2;1
3;3;96
3;4;157
3;5;33
4;0;1
4;2;2
4;3;166
4;4;1421
4;5;537
4;6;18
5;3;25
5;4;558
5;5;1187
5;6;60
6;4;6
6;5;72
6;6;37
