From;To;Count
0;0;1
0;2;1
0;3;2
1;1;1
1;2;6
1;3;12
1;4;4
2;1;4
2;2;67
2;3;127
2;4;38
2;5;2
3;0;3
3;1;16
3;2;122
3;3;573
3;4;228
3;5;27
4;1;2
4;2;39
4;3;234
4;4;371
4;5;49
5;2;3
5;3;22
5;4;54
5;5;49
5;6;1
6;5;2
6;6;1
