From;To;Count
0;0;11
0;1;8
0;2;12
0;3;8
0;4;1
1;0;9
1;1;50
1;2;43
1;3;49
1;4;9
2;0;10
2;1;51
2;2;89
2;3;104
2;4;15
2;5;8
3;0;11
3;1;40
3;2;111
3;3;196
3;4;61
3;5;11
3;6;1
4;1;9
4;2;16
4;3;61
4;4;36
4;5;5
5;1;2
5;2;6
5;3;13
5;4;4
5;5;2
6;4;1
6;5;1
6;6;1
