From;To;Count
0;0;27
0;1;5
0;2;14
0;3;27
0;4;12
1;0;5
1;1;3
1;2;6
1;3;12
1;4;6
2;0;10
2;1;5
2;2;43
2;3;68
2;4;32
2;5;5
3;0;35
3;1;9
3;2;68
3;3;367
3;4;215
3;5;21
3;6;1
4;0;8
4;1;10
4;2;29
4;3;225
4;4;920
4;5;265
4;6;6
5;2;3
5;3;17
5;4;277
5;5;712
5;6;46
6;4;2
6;5;51
6;6;49
