From;To;Count
0;0;53
0;1;43
0;2;20
0;3;4
1;0;41
1;1;250
1;2;122
1;3;29
1;4;2
1;5;1
2;0;19
2;1;116
2;2;278
2;3;121
2;4;2
3;0;6
3;1;32
3;2;117
3;3;199
3;4;1
4;0;1
4;1;3
4;3;2
4;4;1
5;1;1
