From;To;Count
0;0;9
0;1;7
0;2;16
0;3;16
0;4;3
1;0;13
1;1;5
1;2;23
1;3;16
1;4;1
2;0;18
2;1;20
2;2;126
2;3;128
2;4;23
2;5;1
3;0;11
3;1;23
3;2;132
3;3;308
3;4;36
3;5;1
4;1;3
4;2;18
4;3;42
4;4;15
4;5;1
5;2;1
5;3;2
